"hide";"cieId";"descripcion";"descripcionOriginal";"sinonimos";"especialidad";"subespecialidad"
"";"75.69";"REPARACION DE OTRO DESGARRO OBSTETRICO";"REPARACION DE OTRO DESGARRO OBSTETRICO";"";"OBSTETRICIA";""
"";"75.7";"EXPLORACION MANUAL DE LA CAVIDAD UTERINA, DESPUES DEL PARTO";"EXPLORACION MANUAL DE LA CAVIDAD UTERINA, DESPUES DEL PARTO";"";"OBSTETRICIA";""
"";"75.8";"TAPONAMIENTO OBSTETRICO DE UTERO O VAGINA";"TAPONAMIENTO OBSTETRICO DE UTERO O VAGINA";"";"OBSTETRICIA";""
"";"75.9";"OTRAS OPERACIONES OBSTETRICAS";"OTRAS OPERACIONES OBSTETRICAS";"";"OBSTETRICIA";""
"";"75.91";"EVACUACION DE HEMATOMA POR INCISION OBSTETRICA DE PERINE";"EVACUACION DE HEMATOMA POR INCISION OBSTETRICA DE PERINE";"";"OBSTETRICIA";""
"";"75.92";"EVACUACION DE OTRO HEMATOMA DE VULVA O VAGINA";"EVACUACION DE OTRO HEMATOMA DE VULVA O VAGINA";"";"OBSTETRICIA";""
"";"75.93";"CORRECCION QUIRURGICA DE UTERO INVERTIDO";"CORRECCION QUIRURGICA DE UTERO INVERTIDO";"";"OBSTETRICIA";""
"";"75.94";"REPOSICION MANUAL DE UTERO INVERTIDO";"REPOSICION MANUAL DE UTERO INVERTIDO";"";"OBSTETRICIA";""
"";"75.99";"OTRAS OPERACIONES OBSTETRICAS NCOC";"OTRAS OPERACIONES OBSTETRICAS NCOC";"";"OBSTETRICIA";""
"";"76.0";"INCISION DE HUESO FACIAL SIN DIVISION";"INCISION DE HUESO FACIAL SIN DIVISION";"";"ORL";""
"";"76.01";"SECUESTRECTOMIA DE HUESO FACIAL";"SECUESTRECTOMIA DE HUESO FACIAL";"";"ORL";""
"";"76.09";"OTRA INCISION DE HUESO FACIAL";"OTRA INCISION DE HUESO FACIAL";"";"ORL";""
"";"76.1";"PROCEDIMIENTOS DIAGNOST. SOBRE HUESOS/ARTICULACIONES FACIAL";"PROCEDIMIENTOS DIAGNOST. SOBRE HUESOS/ARTICULACIONES FACIAL";"";"ORL";""
"";"76.11";"BIOPSIA DE HUESO FACIAL";"BIOPSIA DE HUESO FACIAL";"";"ORL";""
"";"76.19";"OTROS PROC.DIAGN. SOBRE HUESOS Y ARTICULACIONES FACIALES";"OTROS PROC.DIAGN. SOBRE HUESOS Y ARTICULACIONES FACIALES";"";"ORL";""
"";"76.2";"EXCISION LOCAL O DESTRUCCION DE LESIONES DE HUESO FACIAL";"EXCISION LOCAL O DESTRUCCION DE LESIONES DE HUESO FACIAL";"";"ORL";""
"";"76.3";"OSTECTOMIA PARCIAL DE HUESO FACIAL";"OSTECTOMIA PARCIAL DE HUESO FACIAL";"";"ORL";""
"";"76.31";"MANDIBULECTOMIA PARCIAL";"MANDIBULECTOMIA PARCIAL";"";"ORL";""
"";"76.39";"OSTECTOMIA PARCIAL DE OTRO HUESO FACIAL";"OSTECTOMIA PARCIAL DE OTRO HUESO FACIAL";"";"ORL";""
"";"76.4";"EXCISION Y RECONSTRUCCION DE HUESOS FACIALES";"EXCISION Y RECONSTRUCCION DE HUESOS FACIALES";"";"ORL";""
"";"76.41";"MANDIBULECTOMIA TOTAL CON RECONSTRUCCION SIMULTANEA";"MANDIBULECTOMIA TOTAL CON RECONSTRUCCION SIMULTANEA";"";"ORL";""
"";"76.42";"OTRA MANDIBULECTOMIA TOTAL";"OTRA MANDIBULECTOMIA TOTAL";"";"ORL";""
"";"76.43";"OTRA RECONSTRUCCION DE MANDIBULA";"OTRA RECONSTRUCCION DE MANDIBULA";"";"ORL";""
"";"76.44";"OSTECTOMIA TOTAL DE OTRO HUESO FACIAL CON RECONSTRUC. SIMULT";"OSTECTOMIA TOTAL DE OTRO HUESO FACIAL CON RECONSTRUC. SIMULT";"";"ORL";""
"";"76.45";"OTRA OSTECTOMIA TOTAL DE OTRO HUESO FACIAL";"OTRA OSTECTOMIA TOTAL DE OTRO HUESO FACIAL";"";"ORL";""
"";"76.46";"OTRA RECONSTRUCCION DE OTRO HUESO FACIAL";"OTRA RECONSTRUCCION DE OTRO HUESO FACIAL";"";"ORL";""
"";"76.5";"ARTROPLASTIA TEMPOROMANDIBULAR";"ARTROPLASTIA TEMPOROMANDIBULAR";"";"ORL";""
"";"76.6";"OTRA REPARACION DE HUESO FACIAL Y CIRUGIA ORTOGNATICA";"OTRA REPARACION DE HUESO FACIAL Y CIRUGIA ORTOGNATICA";"";"ORL";""
"";"76.61";"OSTEOPLASTIA CERRADA [OSTEOTOMIA] DE RAMA MANDIBULAR";"OSTEOPLASTIA CERRADA [OSTEOTOMIA] DE RAMA MANDIBULAR";"";"ORL";""
"";"76.62";"OSTEOPLASTIA ABIERTA [OSTEOTOMIA] DE RAMA MANDIBULAR";"OSTEOPLASTIA ABIERTA [OSTEOTOMIA] DE RAMA MANDIBULAR";"";"ORL";""
"";"76.63";"OSTEOPLASTIA [OSTEOTOMIA] DE CUERPO DE MANDIBULA";"OSTEOPLASTIA [OSTEOTOMIA] DE CUERPO DE MANDIBULA";"";"ORL";""
"";"76.64";"OTRA CIRUGIA ORTOGNATICA SOBRE MANDIBULA";"OTRA CIRUGIA ORTOGNATICA SOBRE MANDIBULA";"";"ORL";""
"";"76.65";"OSTEOPLASTIA [OSTEOTOMIA] SEGMENTARIA DE MAXILAR";"OSTEOPLASTIA [OSTEOTOMIA] SEGMENTARIA DE MAXILAR";"";"ORL";""
"";"76.66";"OSTEOPLASTIA TOTAL [OSTEOTOMIA] DE MAXILAR";"OSTEOPLASTIA TOTAL [OSTEOTOMIA] DE MAXILAR";"";"ORL";""
"";"76.67";"GENIOPLASTIA DE REDUCCION";"GENIOPLASTIA DE REDUCCION";"";"ORL";""
"";"76.68";"GENIOPLASTIA DE AUMENTO";"GENIOPLASTIA DE AUMENTO";"";"ORL";""
"";"76.69";"OTRA REPARACION DE HUESO FACIAL";"OTRA REPARACION DE HUESO FACIAL";"";"ORL";""
"";"76.7";"REDUCCION DE FRACTURA FACIAL";"REDUCCION DE FRACTURA FACIAL";"";"ORL";""
"";"76.70";"REDUCCION DE FRACTURA FACIAL, NEOM";"REDUCCION DE FRACTURA FACIAL, NEOM";"";"ORL";""
"";"76.71";"REDUCCION CERRADA DE FRACTURA MALAR Y CIGOMATICA";"REDUCCION CERRADA DE FRACTURA MALAR Y CIGOMATICA";"";"ORL";""
"";"76.72";"REDUCCION ABIERTA DE FRACTURA MALAR Y CIGOMATICA";"REDUCCION ABIERTA DE FRACTURA MALAR Y CIGOMATICA";"";"ORL";""
"";"76.73";"REDUCCION CERRADA DE FRACTURA DE MAXILAR";"REDUCCION CERRADA DE FRACTURA DE MAXILAR";"";"ORL";""
"";"76.74";"REDUCCION ABIERTA DE FRACTURA DE MAXILAR";"REDUCCION ABIERTA DE FRACTURA DE MAXILAR";"";"ORL";""
"";"76.75";"REDUCCION CERRADA DE FRACTURA MANDIBULAR";"REDUCCION CERRADA DE FRACTURA MANDIBULAR";"";"ORL";""
"";"76.76";"REDUCCION ABIERTA DE FRACTURA MANDIBULAR";"REDUCCION ABIERTA DE FRACTURA MANDIBULAR";"";"ORL";""
"";"76.77";"REDUCCION ABIERTA DE FRACTURA ALVEOLAR";"REDUCCION ABIERTA DE FRACTURA ALVEOLAR";"";"ORL";""
"";"76.78";"OTRA REDUCCION CERRADA DE FRACTURA FACIAL";"OTRA REDUCCION CERRADA DE FRACTURA FACIAL";"";"ORL";""
"";"76.79";"OTRA REDUCCION ABIERTA DE FRACTURA FACIAL";"OTRA REDUCCION ABIERTA DE FRACTURA FACIAL";"";"ORL";""
"";"76.9";"OTRAS OPERACIONES SOBRE HUESOS Y ARTICULACIONES FACIALES";"OTRAS OPERACIONES SOBRE HUESOS Y ARTICULACIONES FACIALES";"";"ORL";""
"";"76.91";"INJERTO OSEO A HUESO FACIAL";"INJERTO OSEO A HUESO FACIAL";"";"ORL";""
"";"76.92";"INSERCION DE IMPLANTE SINTETICO EN HUESO FACIAL";"INSERCION DE IMPLANTE SINTETICO EN HUESO FACIAL";"";"ORL";""
"";"76.93";"REDUCCION CERRADA DE DISLOCACION TEMPOROMANDIBULAR";"REDUCCION CERRADA DE DISLOCACION TEMPOROMANDIBULAR";"";"ORL";""
"";"76.94";"REDUCCION ABIERTA DE DISLOCACION TEMPOROMANDIBULAR";"REDUCCION ABIERTA DE DISLOCACION TEMPOROMANDIBULAR";"";"ORL";""
"";"76.95";"OTRA MANIPULACION DE ARTICULACION TEMPOROMANDIBULAR";"OTRA MANIPULACION DE ARTICULACION TEMPOROMANDIBULAR";"";"ORL";""
"";"76.96";"INYECION DE SUSTANCIA TERAPEUTICA EN ARTICUL. TEMPOROMANDIBU";"INYECION DE SUSTANCIA TERAPEUTICA EN ARTICUL. TEMPOROMANDIBU";"";"ORL";""
"";"76.97";"EXTRACCION DE DISPOSITIVO DE FIJACION INTERNA DE HUESO FACIA";"EXTRACCION DE DISPOSITIVO DE FIJACION INTERNA DE HUESO FACIA";"";"ORL";""
"";"76.99";"OTRA OPERACION SOBRE HUESOS Y ARTICULACIONES FACIALES NCOC";"OTRA OPERACION SOBRE HUESOS Y ARTICULACIONES FACIALES NCOC";"";"ORL";""
"";"77.0";"SECUESTRECTOMIA";"SECUESTRECTOMIA";"";"TRAUMATOLOGIA";""
"";"77.00";"SECUESTRECTOMIA SITIO NO ESPECIFICADO";"SECUESTRECTOMIA SITIO NO ESPECIFICADO";"";"TRAUMATOLOGIA";""
"";"77.01";"SECUESTRECTOMIA DE ESCAP. CLAVIC.Y TORAX [COSTILLAS Y ESTERN";"SECUESTRECTOMIA DE ESCAP. CLAVIC.Y TORAX [COSTILLAS Y ESTERN";"";"TRAUMATOLOGIA";""
"";"77.02";"SECUESTRECTOMIA DE HUMERO";"SECUESTRECTOMIA DE HUMERO";"";"TRAUMATOLOGIA";""
"";"77.03";"SECUESTRECTOMIA DE RADIO Y CUBITO";"SECUESTRECTOMIA DE RADIO Y CUBITO";"";"TRAUMATOLOGIA";""
"";"77.04";"SECUESTRECTOMIA DE CARPIANOS Y METACARPIANOS";"SECUESTRECTOMIA DE CARPIANOS Y METACARPIANOS";"";"TRAUMATOLOGIA";""
"";"77.05";"SECUESTRECTOMIA DE FEMUR";"SECUESTRECTOMIA DE FEMUR";"";"TRAUMATOLOGIA";""
"";"77.06";"SECUESTRECTOMIA DE ROTULA";"SECUESTRECTOMIA DE ROTULA";"";"TRAUMATOLOGIA";""
"";"77.07";"SECUESTRECTOMIA DE TIBIA Y PERONE";"SECUESTRECTOMIA DE TIBIA Y PERONE";"";"TRAUMATOLOGIA";""
"";"77.08";"SECUESTRECTOMIA DE TARSIANOS Y METATARSIANOS";"SECUESTRECTOMIA DE TARSIANOS Y METATARSIANOS";"";"TRAUMATOLOGIA";""
"";"77.09";"SECUESTRECTOIMIA DE OTRO HUESOS NCOC";"SECUESTRECTOIMIA DE OTRO HUESOS NCOC";"";"TRAUMATOLOGIA";""
"";"77.1";"OTRA INCISION DE HUESO SIN DIVISION";"OTRA INCISION DE HUESO SIN DIVISION";"";"TRAUMATOLOGIA";""
"";"77.10";"OTRA INCISION DE HUESO SIN DIVISION SITIO NO ESPECIFICADO";"OTRA INCISION DE HUESO SIN DIVISION SITIO NO ESPECIFICADO";"";"TRAUMATOLOGIA";""
"";"77.11";"OTRS INC. DE HUSO ESCAP. CLAV. Y TORAX [COSTILLAS Y ESTERNON";"OTRS INC. DE HUSO ESCAP. CLAV. Y TORAX [COSTILLAS Y ESTERNON";"";"TRAUMATOLOGIA";""
"";"77.12";"OTRA INCISION DE HUESO SIN DIVISION DE HUMERO";"OTRA INCISION DE HUESO SIN DIVISION DE HUMERO";"";"TRAUMATOLOGIA";""
"";"77.13";"OTRA INCISION DE HUESO SIN DIVISION DE RADIO Y CUBITO";"OTRA INCISION DE HUESO SIN DIVISION DE RADIO Y CUBITO";"";"TRAUMATOLOGIA";""
"";"77.14";"OTRA INCISION DE HUESO SIN DIVISION CARPIANOS Y METACARPIANO";"OTRA INCISION DE HUESO SIN DIVISION CARPIANOS Y METACARPIANO";"";"TRAUMATOLOGIA";""
"";"77.15";"OTRA INCISION DE HUESO SIN DIVISION DE FEMUR";"OTRA INCISION DE HUESO SIN DIVISION DE FEMUR";"";"TRAUMATOLOGIA";""
"";"77.16";"OTRA INCISION DE HUESO SIN DIVISION DE ROTULA";"OTRA INCISION DE HUESO SIN DIVISION DE ROTULA";"";"TRAUMATOLOGIA";""
"";"77.17";"OTRA INCISION DE HUESO SIN DIVISION DE TIBIA Y PERONE";"OTRA INCISION DE HUESO SIN DIVISION DE TIBIA Y PERONE";"";"TRAUMATOLOGIA";""
"";"77.18";"OTRA INCISION DE HUESO SIN DIVISION TARSIANOS Y METATARSIANO";"OTRA INCISION DE HUESO SIN DIVISION TARSIANOS Y METATARSIANO";"";"TRAUMATOLOGIA";""
"";"77.19";"OTRA INCISION DE HUESO SIN DIVISION EN OTRO HUESO NCOC";"OTRA INCISION DE HUESO SIN DIVISION EN OTRO HUESO NCOC";"";"TRAUMATOLOGIA";""
"";"77.2";"OSTEOTOMIA EN CUÑA";"OSTEOTOMIA EN CUÑA";"";"TRAUMATOLOGIA";""
"";"77.20";"OSTEOTOMIA EN CUÑA DE SITIO NO ESPECIFICADO";"OSTEOTOMIA EN CUÑA DE SITIO NO ESPECIFICADO";"";"TRAUMATOLOGIA";""
"";"77.21";"OSTEOT. CUÑA ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERN";"OSTEOT. CUÑA ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERN";"";"TRAUMATOLOGIA";""
"";"77.22";"OSTEOTOMIA EN CUÑA DE HUMERO";"OSTEOTOMIA EN CUÑA DE HUMERO";"";"TRAUMATOLOGIA";""
"";"77.23";"OTEOTOMIA EN CUÑA RADIO Y CUBITO";"OTEOTOMIA EN CUÑA RADIO Y CUBITO";"";"TRAUMATOLOGIA";""
"";"77.24";"OSTEOTOMIA EN CUÑA DE CARPIANOS Y METACARPIANOS";"OSTEOTOMIA EN CUÑA DE CARPIANOS Y METACARPIANOS";"";"TRAUMATOLOGIA";""
"";"77.25";"OSTEOTOMIA EN CUÑA DE FEMUR";"OSTEOTOMIA EN CUÑA DE FEMUR";"";"TRAUMATOLOGIA";""
"";"77.26";"OSTEOTOMIA EN CUÑA DE ROTULA";"OSTEOTOMIA EN CUÑA DE ROTULA";"";"TRAUMATOLOGIA";""
"";"77.27";"OSTEOTOMIA EN CUÑA DE TIBIA Y PERONE";"OSTEOTOMIA EN CUÑA DE TIBIA Y PERONE";"";"TRAUMATOLOGIA";""
"";"77.28";"OSTEOTOMIA EN CUÑA DE TARSIANOS Y METATARSIANOS";"OSTEOTOMIA EN CUÑA DE TARSIANOS Y METATARSIANOS";"";"TRAUMATOLOGIA";""
"";"77.29";"OTEOTOMIA EN CUÑA DE OTRO HUESO NCOC";"OTEOTOMIA EN CUÑA DE OTRO HUESO NCOC";"";"TRAUMATOLOGIA";""
"";"77.3";"OTRA DIVISION DE HUESO";"OTRA DIVISION DE HUESO";"";"TRAUMATOLOGIA";""
"";"77.30";"OSTEOARTROTOMIA SITIO NO ESPECIFICADO";"OSTEOARTROTOMIA SITIO NO ESPECIFICADO";"";"TRAUMATOLOGIA";""
"";"77.31";"OSTEOARTRO.ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNON";"OSTEOARTRO.ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNON";"";"TRAUMATOLOGIA";""
"";"77.32";"OSTEOARTROTOMIA DE HUMERO";"OSTEOARTROTOMIA DE HUMERO";"";"TRAUMATOLOGIA";""
"";"77.33";"OSTEOARTROTOMIA DE RADIO Y CUBITO";"OSTEOARTROTOMIA DE RADIO Y CUBITO";"";"TRAUMATOLOGIA";""
"";"77.34";"OSTEOARTROTOMIA DE CARPIANOS Y METACARPIANOS";"OSTEOARTROTOMIA DE CARPIANOS Y METACARPIANOS";"";"TRAUMATOLOGIA";""
"";"77.35";"OSTEOARTROTOMIA DE FEMUR";"OSTEOARTROTOMIA DE FEMUR";"";"TRAUMATOLOGIA";""
"";"77.36";"OSTEOARTROTOMIA DE ROTULA";"OSTEOARTROTOMIA DE ROTULA";"";"TRAUMATOLOGIA";""
"";"77.37";"OSTEOARTROTOMIA DE TIBIA Y PERONE";"OSTEOARTROTOMIA DE TIBIA Y PERONE";"";"TRAUMATOLOGIA";""
"";"77.38";"OSTEOARTROTOMIA DE TARSIANOS Y METATARSIANOS";"OSTEOARTROTOMIA DE TARSIANOS Y METATARSIANOS";"";"TRAUMATOLOGIA";""
"";"77.39";"OSTEOARTROTOMIA DE OTRO HUESO NCOC";"OSTEOARTROTOMIA DE OTRO HUESO NCOC";"";"TRAUMATOLOGIA";""
"";"77.4";"BIOPSIA DE HUESO";"BIOPSIA DE HUESO";"";"TRAUMATOLOGIA";""
"";"77.40";"BIOPSIA DE HUESO SITIO NO ESPECIFICADO";"BIOPSIA DE HUESO SITIO NO ESPECIFICADO";"";"TRAUMATOLOGIA";""
"";"77.41";"BIOP. HUESO ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNO";"BIOP. HUESO ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNO";"";"TRAUMATOLOGIA";""
"";"77.42";"BIOPSIA DE HUMERO";"BIOPSIA DE HUMERO";"";"TRAUMATOLOGIA";""
"";"77.43";"BIOPSIA DE RADIO Y CUBITO";"BIOPSIA DE RADIO Y CUBITO";"";"TRAUMATOLOGIA";""
"";"77.44";"BIOPSIA DE CARPIANOS Y METACARPIANOS";"BIOPSIA DE CARPIANOS Y METACARPIANOS";"";"TRAUMATOLOGIA";""
"";"77.45";"BIOPSIA DE FEMUR";"BIOPSIA DE FEMUR";"";"TRAUMATOLOGIA";""
"";"77.46";"BIOPSIA DE ROTULA";"BIOPSIA DE ROTULA";"";"TRAUMATOLOGIA";""
"";"77.47";"BIOPSIA DE TIBIA Y PERONE";"BIOPSIA DE TIBIA Y PERONE";"";"TRAUMATOLOGIA";""
"";"77.48";"BIOPSIA DE TARSIANOS Y METATARSIANOS";"BIOPSIA DE TARSIANOS Y METATARSIANOS";"";"TRAUMATOLOGIA";""
"";"77.49";"BIOPSIA DE OTRO HUESO NCOC";"BIOPSIA DE OTRO HUESO NCOC";"";"TRAUMATOLOGIA";""
"";"77.5";"EXCISION DE BURSITIS Y HALLUX VALGUS";"EXCISION DE BURSITIS Y HALLUX VALGUS";"";"TRAUMATOLOGIA";""
"";"77.51";"BURSECT.CON CORREC.DE TEJIDO BLANDO Y OSTEOTOMIA DEL 1ER MET";"BURSECT.CON CORREC.DE TEJIDO BLANDO Y OSTEOTOMIA DEL 1ER MET";"";"TRAUMATOLOGIA";""
"";"77.52";"BURSECTOMIA CON CORRECION DE TEJIDO BLANDO Y ARTRODESIS";"BURSECTOMIA CON CORRECION DE TEJIDO BLANDO Y ARTRODESIS";"";"TRAUMATOLOGIA";""
"";"77.53";"OTRA BURSECTOMIA CON CORRECCION DE TEJIDO BLANDO";"OTRA BURSECTOMIA CON CORRECCION DE TEJIDO BLANDO";"";"TRAUMATOLOGIA";""
"";"77.54";"ESCISION DE HALLUX VALGUS";"ESCISION DE HALLUX VALGUS";"";"TRAUMATOLOGIA";""
"";"77.56";"REPARACION DE DEDO DEL PIE EN MARTILLO";"REPARACION DE DEDO DEL PIE EN MARTILLO";"";"TRAUMATOLOGIA";""
"";"77.57";"REPARACION DE DEDO DEL PIE EN GARRA";"REPARACION DE DEDO DEL PIE EN GARRA";"";"TRAUMATOLOGIA";""
"";"77.58";"OTRA EXCISION, FUSION Y REPARACION DE DEDOS DE LOS PIES";"OTRA EXCISION, FUSION Y REPARACION DE DEDOS DE LOS PIES";"";"TRAUMATOLOGIA";""
"";"77.59";"OTRA BUNIONECTOMIA";"OTRA BUNIONECTOMIA";"";"TRAUMATOLOGIA";""
"";"77.6";"ESCISION LOCAL DE LESION O TEJIDO DE HUESO";"ESCISION LOCAL DE LESION O TEJIDO DE HUESO";"";"TRAUMATOLOGIA";""
"";"77.60";"ESCISION LOCAL DE LESION O TEJ.HUESO SITIO NO ESPECIFICADO";"ESCISION LOCAL DE LESION O TEJ.HUESO SITIO NO ESPECIFICADO";"";"TRAUMATOLOGIA";""
"";"77.61";"ESCISION LOCAL ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNON]";"ESCISION LOCAL ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNON]";"";"TRAUMATOLOGIA";""
"";"77.62";"ESCISION LOCAL DE LESION O TEJ. DE HUESO HUMERO";"ESCISION LOCAL DE LESION O TEJ. DE HUESO HUMERO";"";"TRAUMATOLOGIA";""
"";"77.63";"ESCISION LOCAL DE LESION O TEJ. DE HUESO DE RADIO Y CUBITO";"ESCISION LOCAL DE LESION O TEJ. DE HUESO DE RADIO Y CUBITO";"";"TRAUMATOLOGIA";""
"";"77.64";"ESCISION LOCAL DE LESION O TEJ. HUESO CARPIANOS Y METACARPIA";"ESCISION LOCAL DE LESION O TEJ. HUESO CARPIANOS Y METACARPIA";"";"TRAUMATOLOGIA";""
"";"77.65";"ESCISION LOCAL DE LESION O TEJ. HUESO DE FEMUR";"ESCISION LOCAL DE LESION O TEJ. HUESO DE FEMUR";"";"TRAUMATOLOGIA";""
"";"77.66";"ESCISION LOCAL DE LESION O TEJ. HUESO DE ROTULA";"ESCISION LOCAL DE LESION O TEJ. HUESO DE ROTULA";"";"TRAUMATOLOGIA";""
"";"77.67";"ESCISION LOCAL DE LESION O TEJ. HUESO DE TIBIA Y PERONE";"ESCISION LOCAL DE LESION O TEJ. HUESO DE TIBIA Y PERONE";"";"TRAUMATOLOGIA";""
"";"77.68";"ESCISION LOCAL DE LESION O TEJ. HUESO TARSIANOS Y METATARSIA";"ESCISION LOCAL DE LESION O TEJ. HUESO TARSIANOS Y METATARSIA";"";"TRAUMATOLOGIA";""
"";"77.69";"ESCISION LOCAL DE LESION O TEJ. OTRO HUESO NCOC";"ESCISION LOCAL DE LESION O TEJ. OTRO HUESO NCOC";"";"TRAUMATOLOGIA";""
"";"77.7";"ESCISION DE HUESO PARA INJERTO";"ESCISION DE HUESO PARA INJERTO";"";"TRAUMATOLOGIA";""
"";"77.70";"ESCISION DE HUESO PARA INJERTO SITIO NO ESPECIFICADO";"ESCISION DE HUESO PARA INJERTO SITIO NO ESPECIFICADO";"";"TRAUMATOLOGIA";""
"";"77.71";"ESCISION HUESO PARA INJERTO ESCAP.CLAVIC.Y TORAX [COSTILL.Y ESTE";"ESCISION HUESO PARA INJERTO ESCAP.CLAVIC.Y TORAX [COSTILL.Y ESTE";"";"TRAUMATOLOGIA";""
"";"77.72";"ESCISION DE HUESO PARA INJERTO DE HUMERO";"ESCISION DE HUESO PARA INJERTO DE HUMERO";"";"TRAUMATOLOGIA";""
"";"77.73";"ESCISION DE HUESO PARA INJERTO DE RADIO Y CUBITO";"ESCISION DE HUESO PARA INJERTO DE RADIO Y CUBITO";"";"TRAUMATOLOGIA";""
"";"77.74";"ESCISION DE HUESO PARA INJERTO DE CARPIANOS Y METACARPIANOS";"ESCISION DE HUESO PARA INJERTO DE CARPIANOS Y METACARPIANOS";"";"TRAUMATOLOGIA";""
"";"77.75";"ESCISION DE HUESO PARA INJERTO DE FEMUR";"ESCISION DE HUESO PARA INJERTO DE FEMUR";"";"TRAUMATOLOGIA";""
"";"77.76";"ESCISION DE HUESO PARA INJERTO DE ROTULA";"ESCISION DE HUESO PARA INJERTO DE ROTULA";"";"TRAUMATOLOGIA";""
"";"77.77";"ESCISION DE HUESO PARA INJERTO DE TIBIA Y PERONE";"ESCISION DE HUESO PARA INJERTO DE TIBIA Y PERONE";"";"TRAUMATOLOGIA";""
"";"77.78";"ESCISION DE HUESO PARA INJERTO DE TARSIANOS Y METATARSIANOS";"ESCISION DE HUESO PARA INJERTO DE TARSIANOS Y METATARSIANOS";"";"TRAUMATOLOGIA";""
"";"77.79";"ESCISION PARA HUESO DE OTRO HUESO NCOC";"ESCISION PARA HUESO DE OTRO HUESO NCOC";"";"TRAUMATOLOGIA";""
"";"77.8";"OTRA OSTECTOMIA PARCIAL";"OTRA OSTECTOMIA PARCIAL";"";"TRAUMATOLOGIA";""
"";"77.80";"OTRA OSTECTOMIA PARCIAL SITIO NO ESPECIFICADO";"OTRA OSTECTOMIA PARCIAL SITIO NO ESPECIFICADO";"";"TRAUMATOLOGIA";""
"";"77.81";"OSTECT. PAR.ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNO";"OSTECT. PAR.ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERNO";"";"TRAUMATOLOGIA";""
"";"77.82";"OTRA OSTECTOMIA PARCIAL HUMERO";"OTRA OSTECTOMIA PARCIAL HUMERO";"";"TRAUMATOLOGIA";""
"";"77.83";"OTRA OSTECTOMIA PARCIAL RADIO Y CUBITO";"OTRA OSTECTOMIA PARCIAL RADIO Y CUBITO";"";"TRAUMATOLOGIA";""
"";"77.84";"OTRA OSTECTOMIA PARCIAL DE CARPIANOS Y METACARPIANOS";"OTRA OSTECTOMIA PARCIAL DE CARPIANOS Y METACARPIANOS";"";"TRAUMATOLOGIA";""
"";"77.85";"OTRA OSTECTOMIA PARCIAL DE FEMUR";"OTRA OSTECTOMIA PARCIAL DE FEMUR";"";"TRAUMATOLOGIA";""
"";"77.86";"OTRA OSTECTOMIA PARCIAL DE ROTULA";"OTRA OSTECTOMIA PARCIAL DE ROTULA";"";"TRAUMATOLOGIA";""
"";"77.87";"OTRA OSTECTOMIA PARCIAL DE TIBIA Y PERONE";"OTRA OSTECTOMIA PARCIAL DE TIBIA Y PERONE";"";"TRAUMATOLOGIA";""
"";"77.88";"OTRA OSTECTOMIA PARCIAL DE TARSIANOS Y METATARSIANOS";"OTRA OSTECTOMIA PARCIAL DE TARSIANOS Y METATARSIANOS";"";"TRAUMATOLOGIA";""
"";"77.89";"OTRA OSTECTOMIA PARCIAL DE OTRO HUESO NCOC";"OTRA OSTECTOMIA PARCIAL DE OTRO HUESO NCOC";"";"TRAUMATOLOGIA";""
"";"77.9";"OSTECTOMIA TOTAL";"OSTECTOMIA TOTAL";"";"TRAUMATOLOGIA";""
"";"77.90";"OSTECTOMIA TOTAL DE SITIO NO ESPECIFICADO";"OSTECTOMIA TOTAL DE SITIO NO ESPECIFICADO";"";"TRAUMATOLOGIA";""
"";"77.91";"OSTEC.TOTAL ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERN";"OSTEC.TOTAL ESCAPULA, CLAVICULA Y TORAX [COSTILLAS Y ESTERN";"";"TRAUMATOLOGIA";""
"";"77.92";"OSTECTOMIA TOTAL DE HUMERO";"OSTECTOMIA TOTAL DE HUMERO";"";"TRAUMATOLOGIA";""
"";"77.93";"OSTECTOMIA TOTAL DE RADIO Y CUBITO";"OSTECTOMIA TOTAL DE RADIO Y CUBITO";"";"TRAUMATOLOGIA";""
"";"77.94";"OESTECTOMIA TOTAL DE CARPIANOS Y METACARPIANOS";"OESTECTOMIA TOTAL DE CARPIANOS Y METACARPIANOS";"";"TRAUMATOLOGIA";""
"";"77.95";"OSTECTOMIA TOTAL DE FEMUR";"OSTECTOMIA TOTAL DE FEMUR";"";"TRAUMATOLOGIA";""
"";"77.96";"OSTECTOMIA TOTAL DE ROTULA";"OSTECTOMIA TOTAL DE ROTULA";"";"TRAUMATOLOGIA";""
